path,item_type,size_bytes,file_count,sha256,hash_scope,unreadable_file_count,git_status,first_known_use,last_known_use,imports_references,cli_references,makefile_references,test_references,documentation_references,generated_by,duplicate_group,classification,reason,deletion_safety,regeneration_method,provenance_importance
tests/fixtures/runtime_ml_feature_pack/core_pack_3d222968483d4b4da92fd4b6aa06612d,directory,3221,3,7881099daeb52c212f4a1038c5dc369c21cbd386686c8fd7a1ed4d1c8249332e,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_3dbd55fd782147489dbc571c53655c8b,directory,3221,3,bf93c48205334b087e4e00cd80ed1c7871f96c47462567fb4d9fe84251bc16e7,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_3dc6a587cc2e4e93b33bd38274fa34c0,directory,3221,3,0d8cc04b6960bc4c98b5b9a26c9cc5ec38fc0cafa7f599f26638f651359aa830,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_5294bd1e820c43348ea1dc82b508abf8,directory,3221,3,dca56b82863e7af25fdfe4496d9a8076fc0817631c5437dfea511dccdeff16a0,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_55e1f114eb9c4c8a9592fa88af20a636,directory,3221,3,c39f5df7c39579256e12c884ae7e09b345a8a5eb0605881b4fe463cdac14d8e5,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_6aecb3beff77422289099411788ef30c,directory,3221,3,90181b08dab8c56313c158fd67815f4bff8e769144635b2c6561d475cd901dd5,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_85ba37510acf4c2c88ba8ca6893a2f53,directory,3221,3,deb9c09110ed9d84ff16a5582f15a96425246b2c145f4d4437f7c99b83bb431e,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_8efff80c317c4fc2b5437a0f06f79c30,directory,3221,3,8feb99264cf7e02dd98e5700d22a0366c2a9ded9158b63d0d0a4ca25695e7a5e,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_ab8a51b945a848af95531f3a8bdff9f9,directory,3221,3,800ddefe7a3697858ce3812df5286c753ab24c44a6d9adcd3ae5cca1235fa11b,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_acb4b5eaece04f6e87bc6d17c2143146,directory,3221,3,43284e9e78d457733325112b2d28b50ddac6e039a814db65c8f1b18b862effdf,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_bae45ec0fbd248219f87d725fc13b04f,directory,3221,3,d28755c31b475791515206777a6ceea7beea494108ce2308118afb25fcd2021e,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_c9929a91d52a46bfaa4279a994153ef0,directory,3221,3,92a7eeec3cfebb52573cf61ae3ea850d6343ee7fb7d726e137f32c6c34f5579a,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_d36a340801aa4fc58d0871e8cd74a9a8,directory,3221,3,3263af0f74221977c779a93847bcef98504fb519eeb1f5174803b6bf3fa3ccf5,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_d6e6399deb2f4cfe99567b18ae24dfc8,directory,3221,3,b8e4181486afd6acaf0989e0a37a3536a23213d1bab8809416394e248091383a,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_ddb90ab87778425d9e3808b752ed9a22,directory,3221,3,35cc5b2ee74f212ddc72806f027d6444553ebbe490d90e50611bf8bf661f53ae,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_e1d4902b80b444899ff481563265321e,directory,3221,3,1c210c7409483ed85f22b8b0e115608b789214c1d5c80d379af477cace2bb85f,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_e34ab2bb627e49a5945715b997ef0c01,directory,3221,3,d57283aec1cb306911f8d17028d090c08eb8f5338e4b5831f23534889dd473e0,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_e79287da754e45a2bc414c44545bc664,directory,3221,3,257626a7173519bbea09718d5f8a56018ccbf9b0b095ebea4c999396be0508ea,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_eaa564eaa2c84454955ccb471819afa7,directory,3221,3,0da251a3c859e8f2fbd386125f172fe4ece489afcd40e81211bc5704514b4149,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/core_pack_fe5269e7b3d64870a297f932ccc133da,directory,3221,3,c5598584f040f4c64a3bcb65335972c978ccc2db26046efabc34989c3a7948d2,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,379a12b4482e955bbba2cf82be5c03a62ae018018a7c3cba81b2a3287e570855;50fdf6ba6b970b42b7c5d4b6da57d8c0e3f5b65c8d463865d99e430fd2431f8b,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
