implementation_id,clock_period_ns,physical_seed,workload_fault_trace,fault_model,logical_physical_mapping,interleaving_factor,enumerated_events,corrected_probability,residual_sdc_probability,due_probability,unit,source_artifact,source_field,evidence_class,calculation,validation_status
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,stride_5,2,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/stride_5/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,stride_5,4,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/stride_5/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,identity,1,72,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/identity/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,identity,2,144,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/identity/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,identity,4,288,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/identity/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,reverse,1,72,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/reverse/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,reverse,2,144,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/reverse/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,reverse,4,288,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/reverse/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,stride_5,1,72,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/stride_5/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,stride_5,2,144,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/stride_5/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,stride_5,4,288,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/stride_5/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_random,triple_random,identity,1,59640,0.0,0.7596244131455399,0.2403755868544601,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_random/identity/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_random,triple_random,identity,2,59640,0.0,0.7596244131455399,0.2403755868544601,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_random/identity/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_random,triple_random,identity,4,59640,0.0,0.7596244131455399,0.2403755868544601,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_random/identity/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_random,triple_random,reverse,1,59640,0.0,0.7596244131455399,0.2403755868544601,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_random/reverse/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_random,triple_random,reverse,2,59640,0.0,0.7596244131455399,0.2403755868544601,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_random/reverse/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_random,triple_random,reverse,4,59640,0.0,0.7596244131455399,0.2403755868544601,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_random/reverse/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_random,triple_random,stride_5,1,59640,0.0,0.7596244131455399,0.2403755868544601,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_random/stride_5/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_random,triple_random,stride_5,2,59640,0.0,0.7596244131455399,0.2403755868544601,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_random/stride_5/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_random,triple_random,stride_5,4,59640,0.0,0.7596244131455399,0.2403755868544601,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_random/stride_5/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_adjacent,triple_adjacent,identity,1,72,0.0,1.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_adjacent/identity/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_adjacent,triple_adjacent,identity,2,144,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_adjacent/identity/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_adjacent,triple_adjacent,identity,4,288,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_adjacent/identity/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_adjacent,triple_adjacent,reverse,1,72,0.0,1.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_adjacent/reverse/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_adjacent,triple_adjacent,reverse,2,144,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_adjacent/reverse/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_adjacent,triple_adjacent,reverse,4,288,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_adjacent/reverse/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_adjacent,triple_adjacent,stride_5,1,72,0.0,0.9166666666666666,0.08333333333333333,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_adjacent/stride_5/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_adjacent,triple_adjacent,stride_5,2,144,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_adjacent/stride_5/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-combinational-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,triple_adjacent,triple_adjacent,stride_5,4,288,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/triple_adjacent/stride_5/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,single_random,single_random,identity,1,72,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/single_random/identity/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,single_random,single_random,identity,2,72,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/single_random/identity/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,single_random,single_random,identity,4,72,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/single_random/identity/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,single_random,single_random,reverse,1,72,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/single_random/reverse/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,single_random,single_random,reverse,2,72,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/single_random/reverse/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,single_random,single_random,reverse,4,72,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/single_random/reverse/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,single_random,single_random,stride_5,1,72,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/single_random/stride_5/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,single_random,single_random,stride_5,2,72,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/single_random/stride_5/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,single_random,single_random,stride_5,4,72,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/single_random/stride_5/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,identity,1,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/identity/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,identity,2,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/identity/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,identity,4,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/identity/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,reverse,1,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/reverse/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,reverse,2,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/reverse/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,reverse,4,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/reverse/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,stride_5,1,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/stride_5/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,stride_5,2,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/stride_5/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_random,double_random,stride_5,4,2556,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_random/stride_5/I=4,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,identity,1,72,0.0,0.0,1.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/identity/I=1,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
secded-rtl-pipelined-72-64-v1,NOT_APPLICABLE,NOT_APPLICABLE,double_adjacent,double_adjacent,identity,2,144,1.0,0.0,0.0,dimensionless conditional probability per injected event,docs/date2027/rigour_gate_02/CANONICAL_CODE_SPECS.json; exact Gate-03R decoder identities,exact enumeration conventional/double_adjacent/identity/I=2,DERIVED,exhaustive error-mask enumeration; adjacent bursts distributed cyclically across the interleaving stripe,PASS
